date,open,high,low,close,volume
2022-01-03 00:00:00+05:30,1285,1397,1282.1,1372.6,449669
2022-01-04 00:00:00+05:30,1372.6,1475,1363.6,1436.5,537095
2022-01-05 00:00:00+05:30,1448.8,1564.85,1420,1532.05,961385
2022-01-06 00:00:00+05:30,1533,1584.9,1510,1534.6,443679
2022-01-07 00:00:00+05:30,1542,1558,1477.1,1485.75,230851
2022-01-10 00:00:00+05:30,1505,1525.75,1485.75,1498.45,130922
2022-01-11 00:00:00+05:30,1503.7,1545.35,1481,1498.55,167417
2022-01-12 00:00:00+05:30,1509.25,1534.2,1484.1,1495.2,98668
2022-01-13 00:00:00+05:30,1486,1649,1486,1607.6,626838
2022-01-14 00:00:00+05:30,1625,1759.5,1610,1719.5,859806
2022-01-17 00:00:00+05:30,1735,1747.15,1652.35,1692.55,204032
2022-01-18 00:00:00+05:30,1693,1728.8,1621,1633.65,213456
2022-01-19 00:00:00+05:30,1640,1718.15,1603.05,1702.7,310568
2022-01-20 00:00:00+05:30,1702.05,1724.85,1662,1676.3,131004
2022-01-21 00:00:00+05:30,1660,1674.7,1578,1614.65,155871
2022-01-24 00:00:00+05:30,1614.65,1614.65,1455,1480.2,378518
2022-01-25 00:00:00+05:30,1448,1543,1395,1484.9,214403
2022-01-27 00:00:00+05:30,1480,1519.95,1450.05,1487.2,127498
2022-01-28 00:00:00+05:30,1515,1568,1502.05,1516.55,124938
2022-01-31 00:00:00+05:30,1547.7,1587.7,1515.05,1519.85,92584
2022-02-01 00:00:00+05:30,1533,1540,1478,1505.9,117490
2022-02-02 00:00:00+05:30,1514,1559,1506.15,1550,99787
2022-02-03 00:00:00+05:30,1558,1576.7,1529,1537.75,62381
2022-02-04 00:00:00+05:30,1539,1562.6,1496.15,1504.75,77372
2022-02-07 00:00:00+05:30,1504.75,1519.85,1428.2,1446.15,153152
2022-02-08 00:00:00+05:30,1463.25,1470,1320.25,1347.9,365360
2022-02-09 00:00:00+05:30,1347.9,1408.8,1331.05,1394.15,228332
2022-02-10 00:00:00+05:30,1415,1421,1365.6,1398.75,125381
2022-02-11 00:00:00+05:30,1355,1389.65,1350,1359.45,85997
2022-02-14 00:00:00+05:30,1111,1279.8,1087.6,1166.1,1007402
2022-02-15 00:00:00+05:30,1199,1255,1166.6,1246.8,380953
2022-02-16 00:00:00+05:30,1299,1319,1260,1279.85,246826
2022-02-17 00:00:00+05:30,1285,1309,1255.6,1267.4,131224
2022-02-18 00:00:00+05:30,1249,1280,1241,1254.4,109962
2022-02-21 00:00:00+05:30,1250,1269,1217.7,1234.9,139138
2022-02-22 00:00:00+05:30,1197,1216.45,1164,1188.2,218371
2022-02-23 00:00:00+05:30,1207.35,1314,1206,1277.75,387471
2022-02-24 00:00:00+05:30,1190.05,1244,1183,1193.5,250713
2022-02-25 00:00:00+05:30,1298,1385,1250,1362.85,635829
2022-02-28 00:00:00+05:30,1344,1449,1313.75,1422,436813
2022-03-02 00:00:00+05:30,1414,1455,1350,1379,227109
2022-03-03 00:00:00+05:30,1410,1445,1375.8,1381.75,149193
2022-03-04 00:00:00+05:30,1378,1409.5,1352.1,1380.95,139846
2022-03-07 00:00:00+05:30,1360,1365,1266,1295.15,192765
2022-03-08 00:00:00+05:30,1309.4,1372.5,1300.1,1360.7,209769
2022-03-09 00:00:00+05:30,1365,1409.9,1365,1394.3,124004
2022-03-10 00:00:00+05:30,1446.55,1466.2,1366.1,1383.6,179943
2022-03-11 00:00:00+05:30,1383,1404.1,1352.15,1364.35,156003
2022-03-14 00:00:00+05:30,1377.3,1409.45,1360.1,1368.5,185396
2022-03-15 00:00:00+05:30,1375,1385,1335.15,1363.25,99982
2022-03-16 00:00:00+05:30,1385,1392.95,1351.15,1360.55,91669
2022-03-17 00:00:00+05:30,1388,1415.05,1349.7,1357.2,132443
2022-03-21 00:00:00+05:30,1379.15,1490,1379.15,1473.1,770883
2022-03-22 00:00:00+05:30,1492,1544,1448,1500.25,491160
2022-03-23 00:00:00+05:30,1517.95,1530,1480,1507.2,167054
2022-03-24 00:00:00+05:30,1505,1529.05,1475.05,1494.1,117688
2022-03-25 00:00:00+05:30,1505.4,1525,1480,1484.65,117551
2022-03-28 00:00:00+05:30,1494,1616,1490,1590.3,469807
2022-03-29 00:00:00+05:30,1600,1603.3,1539.9,1565.7,175034
2022-03-30 00:00:00+05:30,1572,1616.25,1525,1546.45,114626
2022-03-31 00:00:00+05:30,1561.5,1567,1522,1531.75,89852
2022-04-01 00:00:00+05:30,1521.1,1602,1520,1571.55,130915
2022-04-04 00:00:00+05:30,1584.8,1585,1540,1546,95552
2022-04-05 00:00:00+05:30,1555,1641.4,1551.3,1563.65,276746
2022-04-06 00:00:00+05:30,1568.95,1619.55,1543.05,1580.4,127067
2022-04-07 00:00:00+05:30,1580.35,1599.9,1506,1525.35,125386
2022-04-08 00:00:00+05:30,1520,1563,1506,1535.7,155429
